"questionId","year","subject","questionType","reasoning_type","difficulty","static_vs_dynamic","suggested_difficulty","suggested_static_vs_dynamic","suggested_reasoning_type","passage_id","suggested_passage_id","question_nature","suggested_question_nature","primary_concept","concepts","concept_suggestions","questionText"
"UPSC_2024_GS1_Q98","2024","Polity","statement_based","","","hard","dynamic","elimination","","","","conceptual","","","Fundamental Rights; Local Self-Government","With reference to the Digital India Land Records Modernisation Programme, consider the following statements: 1. To implement the scheme, the Central Government provides 100% funding. 2. Under the Scheme, Cadastral Maps are digitized. 3. An initiative has been undertaken to transliterate the Records of Rights from local language to any of the languages recognized by the Constitution of India. Which of the statements given above are correct?",""
"UPSC_2025_CSAT_Q41","2025","Environment","mcq_standard","","","medium","static","elimination","","","","factual","","","Carbon Sequestration","Which one of the following statements best reflects the central idea conveyed by the passage?",""
"UPSC_2025_CSAT_Q55","2025","Current Affairs","mcq_standard","","","medium","static","elimination","","","","elimination","","","","P is the brother of Q and R. S is Rs mother. T is Ps father. How many of the following statements are definitely true? I. S and T are a couple. II. Q is Ts son. III. T is Qs father. IV. S is Ps mother. V. R is Ts daughter. VI. P is Ss son. Select the correct answer using the code given below:",""
"UPSC_2025_CSAT_Q71","2025","Economy","mcq_standard","","","medium","static","inference","","","","factual","","","Inflation Targeting","Which one of the following statements best reflects the most logical, rational and crucial message conveyed by the passage?",""
"UPSC_2025_CSAT_Q72","2025","Geography","mcq_standard","","","medium","static","elimination","","","","factual","","","","Which one of the following statements best reflects the crux of the passage?",""
"UPSC_2025_GS1_Q100","2025","Current Affairs","statement_based","","","hard","dynamic","elimination","","","","conceptual","","","","Consider the following statements: I. In the finals of the 45th Chess Olympiad held in 2024, Gukesh Dommaraju became the world's youngest winner after defeating the Russian player Ian Nepomniachtchi. II. Abhimanyu Mishra, an American chess player, holds the record of becoming world's youngest ever Grandmaster. Which of the statements given above is/are correct?",""
"UPSC_2025_GS1_Q14","2025","History","mcq_standard","","","medium","static","elimination","","","","conceptual","","","Ancient Polities; Modern India Timeline","Who among the following rulers in ancient India had assumed the titles 'Mattavilasa', 'Vichitrachitta' and 'Gunabhara'?",""
"UPSC_2025_GS1_Q17","2025","History","pair_match","","","medium","static","elimination","","","","conceptual","","","Ancient Polities; Modern India Timeline","With reference to ancient India (600-322 BC), consider the following pairs: Territorial region - River flowing in the region I. Asmaka - Godavari II. Kamboja - Vipas III. Avanti - Mahanadi IV. Kosala - Sarayu How many of the pairs given above are correctly matched?",""
"UPSC_2025_GS1_Q2","2025","Economy","mcq_standard","","","medium","static","elimination","","","","elimination","","","","Which of the following are the sources of income for the Reserve Bank of India? I. Buying and selling Government bonds II. Buying and selling foreign currency III. Pension fund management IV. Lending to private companies V. Printing and distributing currency notes Select the correct answer using the code given below.",""
"UPSC_2025_GS1_Q23","2025","Geography","mcq_standard","","","medium","static","elimination","","","","conceptual","","","","Consider the following water bodies: I. Lake Tanganyika II. Lake Tonle Sap III. Patos Lagoon Through how many of them does the equator pass?",""
"UPSC_2025_GS1_Q29","2025","Economy","statement_based","","","hard","static","elimination","","","","conceptual","","","","Consider the following statements: I. Without the atmosphere, temperature would be well below freezing point everywhere on the Earth's surface. II. Heat absorbed and trapped by the atmosphere maintains our planet's average temperature. III. Atmosphere's gases, like carbon dioxide, are particularly good at absorbing and trapping radiation. Which of the statements given above are correct?",""
"UPSC_2025_GS1_Q36","2025","Environment","statement_correct","","","medium","static","elimination","","","","elimination","","","Carbon Sequestration","With reference to 'Direct Air Capture', an emerging technology, which of the following statements is/are correct? I. It can be used as a way of carbon sequestration. II. It can be a valuable approach for plastic production and in food processing. III. In aviation, it can be a source of carbon for combining with hydrogen to create synthetic low-carbon fuel. Select the correct answer using the code given below.",""
"UPSC_2025_GS1_Q40","2025","Environment","statement_based","","","hard","static","elimination","","","","conceptual","","","","With reference to the planet Earth, consider the following statements: I. Rain forests produce more oxygen than that produced by oceans. II. Marine phytoplankton and photosynthetic bacteria produce about 50% of world's oxygen. III. Well-oxygenated surface water contains several folds higher oxygen than that in atmospheric air. Which of the statements given above is/are correct?",""
"UPSC_2025_GS1_Q56","2025","Polity","statement_based","","","hard","static","elimination","","","","conceptual","","","Local Self-Government","Consider the following statements: With reference to the Constitution of India, if an area in a State is declared as Scheduled Area under the Fifth Schedule I.the State Government loses its executive power in such areas and a local body assumes total administration II.the Union Government can take over the total administration of such areas under certain circumstances on the recommendations of the Governor Which of the statements given above is/are correct?",""
"UPSC_2025_GS1_Q59","2025","Polity","statement_based","","","hard","static","elimination","","","","conceptual","","","","With reference to the Indian polity, consider the following statements: I. The Governor of a State is not answerable to any court for the exercise and performance of the powers and duties of his/her office. II. No criminal proceedings shall be instituted or continued against the Governor during his/her term of office. III. Members of a State Legislature are not liable to any proceedings in any court in respect of anything said within the House. Which of the statements given above are correct?",""
"UPSC_2025_GS1_Q6","2025","Polity","statement_based","","","hard","dynamic","elimination","","","","conceptual","","","","Consider the following statements: I. India has joined the Minerals Security Partnership as a member. II. India is a resource-rich country in all the 30 critical minerals that it has identified. III. The Parliament in 2023 has amended the Mines and Minerals (Development and Regulation) Act, 1957 empowering the Central Government to exclusively auction mining lease and composite licence for certain critical minerals. Which of the statements given above are correct?",""
"UPSC_2025_GS1_Q64","2025","Geography","statement_correct","","","medium","dynamic","elimination","","","","elimination","","","","The World Bank warned that India could become one of the first places where wet-bulb temperatures routinely exceed 35 C. Which of the following statements best reflect(s) the implication of the above-said report? I. Peninsular India will most likely suffer from flooding, tropical cyclones and droughts. II. The survival of animals including humans will be affected as shedding of their body heat through perspiration becomes difficult. Select the correct answer using the code given below.",""
"UPSC_2025_GS1_Q69","2025","Economy","mcq_standard","","","medium","static","elimination","","","","conceptual","","","","Consider the following countries: I. United Arab Emirates II. France III. Germany IV. Singapore V. Bangladesh How many countries amongst the above are there other than India where international merchant payments are accepted under UPI?",""
"UPSC_2025_GS1_Q83","2025","Geography","mcq_standard","","","medium","dynamic","elimination","","","","conceptual","","","","Consider the following space missions: I. Axiom-4 II. SpaDeX III. Gaganyaan How many of the space missions given above encourage and support microgravity research?",""
"UPSC_2025_GS1_Q97","2025","Current Affairs","statement_based","","","hard","dynamic","elimination","","","","conceptual","","","Global Summits; Security & Defence","Consider the following statements with regard to BRICS: I. 16th BRICS Summit was held under the Chairship of Russia in Kazan. II. Indonesia has become a full member of BRICS. III. The theme of the 16th BRICS Summit was 'Strengthening Multiculturalism for Just Global Development and Security'. Which of the statements given above is/are correct?",""
"UPSC_2025_GS1_Q98","2025","Polity","statement_based","","","hard","dynamic","elimination","","","","conceptual","","","","Consider the following statements about Lokpal: I. The power of Lokpal applies to public servants of India, but not to the Indian public servants posted outside India. II. The Chairperson or a Member shall not be a Member of the Parliament or a Member of the Legislature of any State or Union Territory, and only the Chief Justice of India, whether incumbent or retired, has to be its Chairperson. III. The Chairperson or a Member shall not be a person of less than forty-five years of age on the date of assuming office as the Chairperson or Member, as the case may be. IV. Lokpal cannot inquire into the allegations of corruption against a sitting Prime Minister of India. Which of the statements given above is/are correct?",""
"UPSC_2017_CSAT_Q1","2017","Aptitude","mcq_standard","Inference","medium","static","medium","static","elimination","CSAT_2017_P1","","","","Climate Change & Resource Conflicts","Resource Scarcity; Environmental Conflict; Water Conflicts","","What does the above passage imply?"
"UPSC_2017_CSAT_Q11","2017","Aptitude","mcq_standard","","medium","static","medium","static","elimination","","","","","Calendar Problems","Weekday Counting; Calendar Arithmetic","","If second and fourth Saturdays and all the Sundays are taken as only holidays for an office, what would be the minimum number of possible working days of any month of any year?"
"UPSC_2017_CSAT_Q12","2017","Aptitude","mcq_standard","","medium","static","medium","static","elimination","","","","","Exponential Decay","Population Decline; Geometric Progression","","If there is a policy that 1/3rd of a population of a community has migrated every year from one place to some other place, what is the leftover population of that community after the sixth year, if there is no further growth in the population during this period?"
"UPSC_2017_CSAT_Q13","2017","Aptitude","mcq_standard","Elimination","medium","static","medium","static","elimination","CSAT_2017_SET_1","","","","Scheduling and Sequencing","Logic Games; Ordering Constraints","","Four tests???Physics, Chemistry, Mathematics and Biology???are to be conducted on four consecutive days, not necessarily in the same order. Physics test is held before the test which is conducted after Biology Chemistry is conducted exactly after two tests are held Which is the last test held?"
"UPSC_2017_CSAT_Q14","2017","Aptitude","mcq_standard","Elimination","medium","static","medium","static","elimination","CSAT_2017_SET_1","","","","Linear Equations and Inequalities","Income Comparison; Algebraic Reasoning","","The sum of income of A and B is more than that of C and D taken together. The sum of income of A and C is the same as that of B and D taken together. Moreover, A earns half as much as the sum of the income of B and D. Whose income is the highest?"
"UPSC_2017_CSAT_Q15","2017","Aptitude","mcq_standard","Inference","medium","static","medium","static","elimination","CSAT_2017_SET_2","","","","Statement and Conclusion","Logical Inference; Conclusions","","Statement: Good voice is a natural gift but one has to keep practising to improve and excel well in the field of music. Conclusions: I. Natural gifts need nurturing and care. II. Even though ones voice is not good, one can keep practising."
"UPSC_2017_CSAT_Q16","2017","Aptitude","mcq_standard","","medium","static","medium","static","elimination","","","","","Time & Work (Slippage)","Arithmetic Progression; Rates","","Three pillars X, Y and Z of different heights. Spiders A, B and C climb: A: +6 cm, slips 1 cm ??? net 5 cm B: +7 cm, slips 3 cm ??? net 4 cm C: +6.5 cm, slips 2 cm ??? net 4.5 cm Each takes 40 chances to reach top. Find height of shortest pillar."
"UPSC_2017_CSAT_Q17","2017","Aptitude","mcq_standard","Elimination","medium","static","medium","static","elimination","","","","","Concept of Rights","Political Theory; Citizen Rights","","???Rights are certain advantageous conditions of social well-being indispensable to the true development of the citizen.??? Correct understanding:"
"UPSC_2017_CSAT_Q18","2017","Aptitude","mcq_standard","","medium","static","medium","static","elimination","","","","","Ranking","Ordering; Relative Position","","15 students failed in a class of 52. Merit list after removing failures ??? Ramesh is 22nd from top. What is his position from bottom?"
"UPSC_2017_CSAT_Q19","2017","Aptitude","mcq_standard","Elimination","medium","static","medium","static","elimination","CSAT_2017_SET_1","","","","Blood Relations (Symbolic)","Relation Symbols; Family Tree","","A + B ??? A is son of B A ??? B ??? A is wife of B Expression: P + R ??? Q"
"UPSC_2017_CSAT_Q2","2017","Aptitude","mcq_standard","Main Idea","medium","static","medium","static","elimination","CSAT_2017_P2","","","","Decision-Making & Perseverance","Resolution; Perseverance; Indecision","","The keynote that seems to be emerging from the passage is that:"
"UPSC_2017_CSAT_Q21","2017","Aptitude","mcq_standard","Main Idea","medium","static","medium","static","elimination","CSAT_2017_P9","","","","National Integration & Civic Responsibility","Communalism; Citizenship Duties; Social Cohesion","","The challenge the author of the above passage throws to the public is to achieve"
"UPSC_2017_CSAT_Q22","2017","Aptitude","mcq_standard","Main Idea","medium","static","medium","static","elimination","CSAT_2017_P10","","","","Social Contract & General Will","Rousseau; Popular Sovereignty","","In the light of the above passage, the nature of General Will is best described as"
"UPSC_2017_CSAT_Q23","2017","Aptitude","mcq_standard","Inference","medium","static","medium","static","elimination","CSAT_2017_P11","","","","Democratic Legitimacy","Sovereignty; Democratic Legitimacy","","What does the above passage imply?"
"UPSC_2017_CSAT_Q24","2017","Aptitude","mcq_standard","Main Idea","medium","static","medium","static","elimination","CSAT_2017_P12","","","","Civic Participation & Voting Duty","Political Participation; Electoral Responsibility","","This passage relates to"
"UPSC_2017_CSAT_Q25","2017","Aptitude","mcq_standard","Inference","medium","static","medium","static","elimination","CSAT_2017_P13","","","","Leadership & Political Legitimacy","Democratic Leadership; Dictatorship","","The passage seems to suggest that"
"UPSC_2017_CSAT_Q26","2017","Aptitude","mcq_standard","Assumption","medium","static","medium","static","assumption","CSAT_2017_P14","","","","Leisure and Human Progress","Creativity; Technological Progress","","With reference to the above passage, the following assumptions have been made: People always see leisure time as a gift and use it for acquiring more material possessions. Use of leisure by some people to produce new and original things has been the chief source of human progress. Which of these assumptions is/are valid?"
"UPSC_2017_CSAT_Q27","2017","Aptitude","mcq_standard","Assumption","medium","static","medium","static","assumption","CSAT_2017_P15","","","","Historical Lessons for Leadership","Military History; Leadership Traits","","With reference to the above passage, the following assumptions have been made: A study of the famous battles of history would help us understand the modern warfare. Studying the history is essential for anyone who aspires to be a leader. Which of these assumptions is/are valid?"
"UPSC_2017_CSAT_Q28","2017","Aptitude","mcq_standard","","medium","static","medium","static","elimination","","","","","Averages","Weighted Average; Mean Calculation","","Suppose the average weight of 9 persons is 50 kg. The average weight of the first 5 persons is 45 kg, whereas the average weight of the last 5 persons is 55 kg. Then the weight of the 5th person will be"
"UPSC_2017_CSAT_Q29","2017","Aptitude","mcq_standard","Elimination","medium","static","medium","static","elimination","CSAT_2017_SET_1","","","","Grouping & Selection","Logic Games; Set Constraints","","In a group of six women, there are four tennis players, four postgraduates in Sociology, one postgraduate in Commerce and three bank employees. Vimala and Kamala are the bank employees while Amala and Komala are unemployed. Komala and Nirmala are among the tennis players. Amala, Kamala, Komala and Nirmala are postgraduates in Sociology of whom two are bank employees. If Shyamala is a postgraduate in Commerce, who among the following is both a tennis player and a bank employee?"
"UPSC_2017_CSAT_Q30","2017","Aptitude","mcq_standard","","medium","static","medium","static","","","","","","Percentage-Based Comparison","Weighted Average; Inequalities","","Q30. P = (40% of A) + (65% of B) and Q = (50% of A) + (50% of B), where A is greater than B.  In this context, which of the following statements is correct? (a) P is greater than Q (b) Q is greater than P (c) P is equal to Q (d) None of the above can be concluded with certainty"
"UPSC_2017_CSAT_Q31","2017","Aptitude","mcq_standard","","medium","static","medium","static","","","","","","Clock Gain/Loss","Clock Error; Time Difference","","Q31. A watch loses 2 minutes in every 24 hours while another watch gains 2 minutes in every 24 hours. At a particular instant, the two watches showed an identical time. Which of the following statements is correct if 24-hour clock is followed? (a) The two watches show the identical time again on completion of 30 days. (b) The two watches show the identical time again on completion of 90 days. (c) The two watches show the identical time again on completion of 120 days. (d) None of the above statements is correct."
"UPSC_2017_CSAT_Q32","2017","Aptitude","mcq_standard","","medium","static","medium","static","","","","","","Percentage Distribution","Household Income Distribution; Percentage Calculation","","Q32. In a city, 12% of households earn less than ?30,000 per year, 6% households earn more than ?2,00,000 per year, 22% households earn more than ?1,00,000 per year and 990 households earn between ?30,000 and ?1,00,000 per year. How many households earn between ?1,00,000 and ?2,00,000 per year? (a) 250 (b) 240 (c) 230 (d) 225"
"UPSC_2017_CSAT_Q33","2017","Aptitude","mcq_standard","","medium","static","medium","static","","","","","","Clock Striking","Arithmetic Progression; Time Measurement","","Q33. A clock strikes once at 1 o'clock, twice at 2 o'clock and thrice at 3 o'clock, and so on. If it takes 12 seconds to strike at 5 o'clock, what is the time taken by it to strike at 10 o'clock? (a) 20 seconds (b) 24 seconds (c) 28 seconds (d) 30 seconds"
"UPSC_2017_CSAT_Q34","2017","Aptitude","mcq_standard","Elimination","medium","static","medium","static","","CSAT_2017_SET_3","","","","Statement & Conclusion","Logical Validity; Conclusions","","Q34. Consider the given statement and the two conclusions that follow:  Statement: Morning walk is good for health.  Conclusions:  All healthy people go for morning walk.  Morning walk is essential for maintaining good health.  What is/are the valid conclusion/s? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
"UPSC_2017_CSAT_Q35","2017","Aptitude","mcq_standard","","medium","static","medium","static","","","","","","Averages","Arithmetic Progression; Mean of Consecutive Numbers","","Q35. There are thirteen 2-digit consecutive odd numbers. If 39 is the mean of the first five such numbers, then what is the mean of all the thirteen numbers? (a) 47 (b) 49 (c) 51 (d) 45"
"UPSC_2017_CSAT_Q36","2017","Aptitude","mcq_standard","","medium","static","medium","static","","","","","","Net Transactions","Conservation of Quantity; Net Change","","Q36. Six boys A, B, C, D, E and F play a game of cards. Each has a pack of 10 cards. F borrows 2 cards from A and gives away 5 to C who in turn gives 3 to B while B gives 6 to D who passes on 1 to E. Then the number of cards possessed by D and E is equal to the number of cards possessed by (a) A, B and C (b) B, C and F (c) A, B and F (d) A, C and F"
"UPSC_2017_CSAT_Q37","2017","Aptitude","mcq_standard","","medium","static","medium","static","","","","","","Mixtures & Alligation","Ratio; Replacement","","Q37. There is a milk sample with 50% water in it. If 1/3rd of this milk is added to equal amount of pure milk, then water in the new mixture will fall down to (a) 25% (b) 30% (c) 35% (d) 40%"
"UPSC_2017_CSAT_Q38","2017","Aptitude","mcq_standard","","medium","static","medium","static","","","","","","Combinatorics (Counting Rectangles)","Combinatorics; Geometry","","Q38. There are 4 horizontal and 4 vertical lines, parallel and equidistant to one another on a board. What is the maximum number of rectangles and squares that can be formed? (a) 16 (b) 24 (c) 36 (d) 42"
"UPSC_2017_CSAT_Q39","2017","Aptitude","mcq_standard","","medium","static","medium","static","","","","","","Relative Speed","Time-Distance; Overtaking","","Q39. A freight train left Delhi for Mumbai at an average speed of 40 km/hr. Two hours later, an express train left Delhi for Mumbai, following the freight train on a parallel track at an average speed of 60 km/hr. How far from Delhi would the express train meet the freight train? (a) 480 km (b) 260 km (c) 240 km (d) 120 km"
"UPSC_2017_CSAT_Q40","2017","Aptitude","mcq_standard","Elimination","medium","static","medium","static","","CSAT_2017_SET_4","","","","Ranking & Inequalities","Comparative Statements; Order","","Q40. In a test, Randhir obtained more marks than the total marks obtained by Kunal and Debu. The total marks obtained by Kunal and Shankar are more than those of Randhir. Sonal obtained more marks than Shankar. Neha obtained more marks than Randhir. Who amongst them obtained highest marks? (a) Randhir (b) Neha (c) Sonal (d) Data are inadequate  Directions for the following 8 (eight) items: Read the following seven passages and answer the items that follow the passages. Your answers should be based on the passages only.  Passage-1  Disruption of traditional institutions, identifications and loyalties is likely to lead to ambivalent situations. It is possible that some people may renew their identification with traditional groups whereas others align themselves with new groups and symbols emergent from processes of political development. In addition, political development tends to foster group awareness of a variety of class, tribe, region, clan, language, religion, occupation and others."
"UPSC_2017_CSAT_Q41","2017","Aptitude","mcq_standard","Main Idea","medium","static","medium","static","","CSAT_2017_P17","","","","Political Development & Group Identity","Traditional vs Modern Identities; Social Cleavages","","Q41. Which one of the following is the best explanation of the above passage? (a) Political development is not a unilinear process for it involves both growth and decay. (b) Traditional societies succeed in resisting positive aspects of political development. (c) It is impossible for traditional societies to break away from lingering loyalties. (d) Sustenance of traditional loyalties is conducive to political development.  Passage-2  There has been a significant trend worldwide towards regionalism in government, resulting in a widespread transfer of powers downwards towards regions and communities since 1990s. This process, which involves the creation of new political entities and bodies at a sub-national level and an increase in their content and powers, is known as devolution. Devolution has been characterized as being made up of three factors-political legitimacy, decentralization of authority and decentralization of resources. Political legitimacy here means a mass demand from below for the decentralization process, which is able to create a political force for it to take place. In many cases, decentralization is initiated by the upper tier of government without sufficient political mobilization for it at the grassroots level, and in such cases the decentralization process often does not fulfil its objectives."
"UPSC_2017_CSAT_Q42","2017","Aptitude","mcq_standard","Inference","medium","static","medium","static","","CSAT_2017_P18","","","","Devolution & Decentralization","Political Legitimacy; Grassroots Participation","","Q42. Which among the following is the most logical, rational and critical inference that can be made from the above passage? (a) Emergence of powerful mass leaders is essential to create sub-national political entities and thus ensure successful devolution and decentralization. (b) The upper tier of government should impose devolution and decentralization on the regional communities by law or otherwise. (c) Devolution, to be successful, requires a democracy in which there is free expression of the will of the people at lower level and their active participation at the grassroots level. (d) For devolution to take place, a strong feeling of regionalism in the masses is essential.  Passage-3  We live in digital times. The digital is not just something we use strategically and specifically to do a few tasks. Our very perception of who we are, how we connect to the world around us, and the ways in which we define our domains of life, labour and language are hugely structured by the digital technologies. The digital is everywhere and, like air, invisible. We live within digital systems, we live with intimate gadgets, we interact through digital media, and the very presence and imagination of the digital has dramatically restructured our lives. The digital, far from being a tool, is a condition and context that defines the shapes and boundaries of our understanding of the self, the society, and the structure of governance."
"UPSC_2017_CSAT_Q43","2017","Aptitude","mcq_standard","Main Idea","medium","static","medium","static","","CSAT_2017_P19","","","","Digital Society & Governance","Digital Technologies; Social Transformation","","Q43. Which among the following is the most logical and essential message conveyed by the above passage? (a) All problems of governance can be solved by using digital technologies. (b) Speaking of digital technologies is speaking of our life and living. (c) Our creativity and imagination cannot be expressed without digital media. (d) Use of digital systems is imperative for the existence of mankind in future.  Passage-4  The IMF has pointed out that the fast growing economies of Asia face the risk of falling into 'middle-income trap'. It means that average incomes in these countries, which till now have been growing rapidly, will stop growing beyond a point-a point that is well short of incomes in the developed West. The IMF identifies a number of causes of middle-income trap-none of which is surprising-from infrastructure to weak institutions, to less than favourable macroeconomic conditions. But the broad, overall cause, says IMF, is a collapse in the growth of productivity."
"UPSC_2017_CSAT_Q44","2017","Aptitude","mcq_standard","Inference","medium","static","medium","static","","CSAT_2017_P20","","","","Middle-Income Trap","Productivity Growth; Economic Development","","Q44. Which among the following is the most logical, rational and critical inference that can be made from the above passage? (a) Once a country reaches middle-income stage, it runs the risk of falling productivity which leads to stagnant incomes. (b) Falling into middle-income trap is a general characteristic of fast growing economies. (c) There is no hope at all for emerging Asian economies to sustain the growth momentum. (d) As regards growth of productivity, the performance of Asian economies is not satisfactory.  Passage-5  An innovative India will be inclusive as well as technologically advanced, improving the lives of all Indians. Innovation and R&D can mitigate increases in social inequality and relieve the pressures created by rapid urbanization. The growing divergence in productivity between agriculture and knowledge-intensive manufacturing and services threatens to increase income inequality. By encouraging India's R&D labs and universities to focus on the needs of poor people and by improving the ability of informal firms to absorb knowledge, an innovation and research agenda can counter this effect. Inclusive innovation can lower the costs of goods and services and create income-earning opportunities for the poor people."
"UPSC_2017_CSAT_Q45","2017","Aptitude","mcq_standard","Assumption","medium","static","medium","static","","CSAT_2017_P21","","","","Inclusive Innovation & Inequality","R&D Policy; Income Inequality","","Q45. Which among the following is the most logical and rational assumption that can be made from the above passage? (a) Innovation and R&D is the only way to reduce rural to urban migration. (b) Every rapidly growing country needs to minimize the divergence between productivity in agriculture and other sectors. (c) Inclusive innovation and R&D can help create an egalitarian society. (d) Rapid urbanization takes place only when a country's economic growth is rapid.  Passage-6  Climate change is likely to expose a large number of people to increasing environmental risks forcing them to migrate. The international community is yet to recognize this new category of migrants. There is no consensus on the definition and status of climate refugees owing to the distinct meaning the term refugees carry under international laws. There are still gaps in understanding how climate change will work as the root cause of migration. Even if there is recognition of climate refugees, who is going to provide protection? More emphasis has been given to international migration due to climate change. But there is a need to recognize the migration of such people within the countries also so that their problems can be addressed properly."
"UPSC_2017_CSAT_Q46","2017","Aptitude","mcq_standard","Inference","medium","static","medium","static","","CSAT_2017_P22","","","","Climate Change & Migration","Climate Refugees; Environmental Risk","","Q46. Which of the following is the most rational inference from the above passage? (a) The world will not be able to cope with large-scale migration of climate refugees. (b) We must find the ways and means to stop further climate change. (c) Climate change will be the most important reason for the migration of people in the future. (d) Relation between climate change and migration is not yet properly understood.  Passage-7  Many farmers use synthetic pesticides to kill infesting insects. The consumption of pesticides in some of the developed countries is touching 3000 grams/hectare. Unfortunately, there are reports that these compounds possess inherent toxicities that endanger the health of the farm operators, consumers and the environment. Synthetic pesticides are generally persistent in environment. Entering in food chain they destroy the microbial diversity and cause ecological imbalance. Their indiscriminate use has resulted in development of resistance among insects to insecticides, upsetting balance in nature and resurgence of treated populations. Natural pest control using botanical pesticides is safer to the user and the environment because they break down into harmless compounds within hours or days in the presence of sunlight. Plants with pesticidal properties have been in nature for millions of years without any ill or adverse effects on the ecosystem. They are easily decomposed by many microbes common in most soils. They help in the maintenance of biological diversity of predators and the reduction of environmental contamination and human health hazards. Botanical pesticides formulated from plants are biodegradable and their use in crop protection is a practical sustainable alternative."
"UPSC_2017_CSAT_Q47","2017","Aptitude","mcq_standard","Assumption","medium","static","medium","static","","CSAT_2017_P23","","","","Botanical Pesticides & Sustainable Agriculture","Synthetic Pesticides; Ecological Balance","","Q47. On the basis of the above passage, the following assumptions have been made:  Synthetic pesticides should never be used in modern agriculture.  One of the aims of sustainable agriculture is to ensure minimal ecological imbalance.  Botanical pesticides are more effective as compared to synthetic pesticides.  Which of the assumptions given above is/are correct? (a) 1 and 2 only (b) 2 only (c) 1 and 3 only (d) 1, 2 and 3"
"UPSC_2017_CSAT_Q49","2017","Aptitude","mcq_standard","","medium","static","medium","static","","","","","","Divisibility & Number Properties","Reversal of Digits; Number Theory","","Q49. Certain 3-digit numbers have the following characteristics:  All the three digits are different.  The number is divisible by 7.  The number on reversing the digits is also divisible by 7.  How many such 3-digit numbers are there? (a) 2 (b) 4 (c) 6 (d) 8"
"UPSC_2017_CSAT_Q50","2017","Aptitude","mcq_standard","Elimination","medium","static","medium","static","","CSAT_2017_SET_3","","","","Logical Statements","Syllogism; Valid Conclusions","","Q50. Examine the following statements:  All colours are pleasant.  Some colours are pleasant.  No colour is pleasant.  Some colours are not pleasant.  Given that statement 4 is true, what can be definitely concluded? (a) 1 and 2 are true. (b) 3 is true. (c) 2 is false. (d) 1 is false."
"UPSC_2017_GS1_Q1","2017","Polity","statement_correct","","medium","static","medium","static","","","","factual","","Parliamentary Procedure","Private Member Bill; Parliament","","1.  With reference to the Parliament of India, consider the following statements :  A private member's bill is a bill presented by a Member of Parliament who is not elected but only nominated by the President of India.  Recently, a private member's bill has been passed in the Parliament of India for the first time in its history.  Which of the statements given above is/are correct? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
"UPSC_2017_GS1_Q2","2017","History","statement_correct","","medium","static","medium","static","","","","factual","","Vedic Civilization","Indus Valley Civilization; Cultural Differences","","2.  With reference to the difference between the culture of Rigvedic Aryans and Indus Valley people, which of the following statements is/are correct?  Rigvedic Aryans used the coat of mail and helmet in warfare whereas the people of Indus Valley Civilization did not leave any evidence of using them.  Rigvedic Aryans knew gold, silver and copper whereas Indus Valley people knew only copper and iron.  Rigvedic Aryans had domesticated the horse whereas there is no evidence of Indus Valley people having been aware of this animal.  Select the correct answer using the code given below : (a) 1 only (b) 2 and 3 only (c) 1 and 3 only (d) 1, 2 and 3"
"UPSC_2017_GS1_Q3","2017","Economy","mcq_standard","","medium","dynamic","medium","dynamic","","","","factual","","Skill Development Programs","Recognition of Prior Learning; National Skill Development","","3.  'Recognition of Prior Learning Scheme' is sometimes mentioned in the news with reference to  (a) Certifying the skills acquired by construction workers through traditional channels (b) Enrolling the persons in Universities for distance learning programmes. (c) Reserving some skilled jobs to rural and urban poor in some public sector undertakings. (d) Certifying the skills acquired by trainees under the National Skill Development Programme."
"UPSC_2017_GS1_Q4","2017","Environment","mcq_standard","","medium","static","medium","static","","","","factual","","Wildlife Corridors","Sathyamangalam Tiger Reserve; Western & Eastern Ghats","","4.  From the ecological point of view, which one of the following assumes importance in being a good link between the Eastern Ghats and the Western Ghats?  (a) Sathyamangalam Tiger Reserve (b) Nallamala Forest (c) Nagarhole National Park (d) Seshachalam Biosphere Reserve"
"UPSC_2017_GS1_Q5","2017","Polity","mcq_standard","","medium","static","medium","static","","","","conceptual","","Concept of Equality","Social Justice; Privileges","","5.  One of the implications of equality in society is the absence of  (a) Privileges (b) Restraints (c) Competition (d) Ideology"
"UPSC_2017_GS1_Q6","2017","Environment","statement_correct","","medium","static","medium","static","","","","factual","","Wildlife Trade Monitoring (TRAFFIC)","UNEP; Wildlife Conservation","","6.  Consider the following statements in respect of Trade Related Analysis of Fauna and Flora in Commerce (TRAFFIC) :  TRAFFIC is a bureau under United Nations Environment Programme (UNEP).  The mission of TRAFFIC is to ensure that trade in wild plants and animals is not a threat to the conservation of nature.  Which of the above statements is/are correct ? (a) 1 only (b) 2 only (c) Both 1 and 2 (d) Neither 1 nor 2"
"UPSC_2017_GS1_Q7","2017","Polity","mcq_standard","","medium","static","medium","static","","","","factual","","Directive Principles Amendments","42nd Amendment; Workers' Participation","","7.  Which principle among the following was added to the Directive Principles of State Policy by the 42nd Amendment to the Constitution ?  (a) Equal pay for equal work for both men and women (b) Participation of workers in the management of industries (c) Right to work, education and public assistance (d) Securing living wage and human conditions of work to workers"
